post_id,url,forum,queued_at,post_date,tag
1777034001,https://www.ptt.cc/bbs/Japan_Travel/M.1777034001.A.205.html,ptt_Japan_Travel,2026-05-15T08:54:25.527646+00:00,2026-04-24,遊記
1777035133,https://www.ptt.cc/bbs/Japan_Travel/M.1777035133.A.FF5.html,ptt_Japan_Travel,2026-05-15T08:54:25.527646+00:00,2026-04-24,遊記
1777042763,https://www.ptt.cc/bbs/Japan_Travel/M.1777042763.A.63D.html,ptt_Japan_Travel,2026-05-15T08:54:25.527646+00:00,2026-04-24,遊記
1777043750,https://www.ptt.cc/bbs/Japan_Travel/M.1777043750.A.DC7.html,ptt_Japan_Travel,2026-05-15T08:54:25.527646+00:00,2026-04-24,分享
1777067754,https://www.ptt.cc/bbs/Japan_Travel/M.1777067754.A.78D.html,ptt_Japan_Travel,2026-05-15T08:54:25.527646+00:00,2026-04-24,問題
1777071916,https://www.ptt.cc/bbs/Japan_Travel/M.1777071916.A.2D6.html,ptt_Japan_Travel,2026-05-15T08:54:25.527646+00:00,2026-04-24,遊記
1777074662,https://www.ptt.cc/bbs/Japan_Travel/M.1777074662.A.FF4.html,ptt_Japan_Travel,2026-05-15T08:54:25.527646+00:00,2026-04-24,問題
1777109652,https://www.ptt.cc/bbs/Japan_Travel/M.1777109652.A.6E7.html,ptt_Japan_Travel,2026-05-15T08:54:25.527646+00:00,2026-04-25,遊記
1776856174,https://www.ptt.cc/bbs/Japan_Travel/M.1776856174.A.C27.html,ptt_Japan_Travel,2026-05-15T08:54:25.527646+00:00,2026-04-22,問題
1776868261,https://www.ptt.cc/bbs/Japan_Travel/M.1776868261.A.C20.html,ptt_Japan_Travel,2026-05-15T08:54:25.527646+00:00,2026-04-22,問題
1776909428,https://www.ptt.cc/bbs/Japan_Travel/M.1776909428.A.AFB.html,ptt_Japan_Travel,2026-05-15T08:54:25.527646+00:00,2026-04-23,問題
1776926689,https://www.ptt.cc/bbs/Japan_Travel/M.1776926689.A.642.html,ptt_Japan_Travel,2026-05-15T08:54:25.527646+00:00,2026-04-23,問題
1776932661,https://www.ptt.cc/bbs/Japan_Travel/M.1776932661.A.186.html,ptt_Japan_Travel,2026-05-15T08:54:25.527646+00:00,2026-04-23,問題
1776934543,https://www.ptt.cc/bbs/Japan_Travel/M.1776934543.A.438.html,ptt_Japan_Travel,2026-05-15T08:54:25.527646+00:00,2026-04-23,問題
1776948011,https://www.ptt.cc/bbs/Japan_Travel/M.1776948011.A.0E6.html,ptt_Japan_Travel,2026-05-15T08:54:25.527646+00:00,2026-04-23,遊記
